 
;キャラクター番号(NO)
番号,60
 
;名前(NAME), 呼び名(CALLNAME)
名前,勇儀
呼び名,勇儀
 
;基礎(BASE)
基礎,체력,2500
基礎,기력,1200
 
;素質(TALENT)
素質,굳셈,
素質,프라이드높음,
素質,호기심,
素質,낙관적,
素質,정조무관심,
素質,해방,
素質,수치없음,
素質,고통에강함,
素質,냄새둔감,
素質,위압감,
素質,거유,
素質,장신,
 
;能力(ABL)
能力,순종,0
能力,욕망,2
能力,기교,1
能力,Ｃ감각,1
能力,Ｖ감각,1
能力,Ａ감각,0
能力,Ｂ감각,0
能力,봉사정신,0
能力,노출증,0
能力,레즈끼,3
能力,ＢＬ끼,0
能力,마조끼,0
能力,자위중독,0
能力,정액중독,0
能力,레즈중독,0
能力,고통중독,0
能力,구속중독,0
能力,회화,0
能力,애무,1
能力,도구,0
能力,성교,1
能力,수치,0
能力,봉사,2
能力,가학,0
能力,이상,0
能力,사역,0
 
;경험(EXP)
経験,Ｃ경험,55
経験,Ｖ경험,50
経験,Ｂ경험,60
経験,절정경험,20
経験,성교경험,45
経験,성지식,40
経験,자위경험,10
経験,정액경험,25
経験,레즈경험,30
 
;相性(RELATION)
相性,23,150,   ;스이카
相性,57,120,   ;키스メ
相性,58,120,   ;ヤマメ
相性,59,120,   ;파르시
 
;装着物(EQUIP)
装着物,악세서리,0,     ;1,장갑、2,소매、3,우의
装着物,신발안,0,           ;1,양말、2,니삭스、3,가터벨트、4,버선
装着物,하반신속옷,2,     ;1,드로와즈、2,팬티、3,트렁크、4,팬티ストッキング、5,褌
装着物,상반신속옷,0,     ;1,브래지어、2,キャミソール、3,붕대、4,Ｔ셔츠
装着物,하반신겉옷,1,     ;1,스커트、2,치마바지、3,바지、4,袴
装着物,상반신겉옷,1,     ;1,겉옷
装着物,전신겉옷,0,       ;1,기모노、2,도사복、3,원피스
 
;キャラ情報(CSTR)
CSTR,두명,語られる怪力乱神
CSTR,등장명,星熊 勇儀
CSTR,로마자,Hoshiguma Yugi
CSTR,곡１,華のさかづき大江山
CSTR,곡２,旧地獄街道を行く
 
;호칭목록(CSTR)
CSTR,기본경칭,
CSTR,호칭목록,당신_貴方
 
