 
;캐릭터 번호(NO)
番号,31
 
;이름(NAME), 통칭(CALLNAME)
名前,모코우
呼び名,모코우
 
;기초(BASE)
基礎,체력,2500
基礎,기력,1200
 
;소질(TALENT)
素質,반항적,
素質,프라이드높음,
素質,고통에강함,
素質,젖기어려움,
素質,변태적,
素質,남성혐오,
素質,민감,
素質,까다로움,
素質,Ｂ민감,
素質,불사,
 
;능력(ABL)
能力,순종,0
能力,욕망,1
能力,기교,1
能力,Ｃ감각,1
能力,Ｖ감각,0
能力,Ａ감각,0
能力,Ｂ감각,0
能力,봉사정신,0
能力,노출증,0
能力,레즈끼,2
能力,ＢＬ끼,0
能力,마조끼,1
能力,자위중독,0
能力,정액중독,0
能力,레즈중독,0
能力,고통중독,0
能力,구속중독,0
能力,회화,0
能力,애무,0
能力,도구,0
能力,성교,1
能力,수치,0
能力,봉사,0
能力,가학,0
能力,이상,1
能力,사역,0
 
;경험(EXP)
経験,Ｃ경험,95
経験,Ｖ경험,80
経験,Ａ경험,5
経験,Ｂ경험,85
経験,절정경험,5
経験,성교경험,60
経験,성지식,15
経験,자위경험,5
経験,정액경험,5
経験,레즈경험,10
経験,이상경험,2
 
;궁합(RELATION)
相性,26,140,   ;케이네
相性,28,110,   ;레이센
相性,29,80,    ;에이린
相性,30,80,    ;카구야
 
;장착물(EQUIP)
装着物,악세서리,0,     ;1, 장갑, 2, 소매, 3, 우의
装着物,신발안,1,           ;1, 양말, 2, 니삭스, 3, 가터벨트, 4, 버선
装着物,하반신속옷,2,     ;1, 드로와즈, 2, 팬티, 3, 트렁크, 4, 팬티스타킹, 5, 곤
装着物,상반신속옷,1,     ;1, 브래지어, 2, 캐미숄, 3, 붕대, 4, Ｔ셔츠
装着物,하반신겉옷,3,     ;1, 스커트, 2, 치마바지, 3, 바지, 4, 하카마
装着物,상반신겉옷,1,     ;1, 겉옷
装着物,전신겉옷,0,       ;1, 기모노, 2, 도사복, 3, 원피스
 
;캐릭터 정보(CSTR)
CSTR,두명,봉래의 인형
CSTR,등장명,후지와라 모코우
CSTR,로마자,Huziwara no Mokou
CSTR,곡1,월까지 보내, 불사의 연기
CSTR,곡2,에크스텐드앗슈  ～ 호라이인
 
;호칭목록(CSTR)
CSTR,기본경칭,
CSTR,호칭목록,당신_당신/레이센_레이센
 
